"Port","Service","Protocol","Description"
"30699","","","Unassigned"
"30700","","","Unassigned"
"30701","","","Unassigned"
"30702","","","Unassigned"
"30703","","","Unassigned"
"30704","","","Unassigned"
"30705","","","Unassigned"
"30706","","","Unassigned"
"30707","","","Unassigned"
"30708","","","Unassigned"
"30709","","","Unassigned"
"30710","","","Unassigned"
"30711","","","Unassigned"
"30712","","","Unassigned"
"30713","","","Unassigned"
"30714","","","Unassigned"
"30715","","","Unassigned"
"30716","","","Unassigned"
"30717","","","Unassigned"
"30718","","","Unassigned"
"30719","","","Unassigned"
"30720","","","Unassigned"
"30721","","","Unassigned"
"30722","","","Unassigned"
"30723","","","Unassigned"
"30724","","","Unassigned"
"30725","","","Unassigned"
"30726","","","Unassigned"
"30727","","","Unassigned"
"30728","","","Unassigned"
"30729","","","Unassigned"
"30730","","","Unassigned"
"30731","","","Unassigned"
"30732","","","Unassigned"
"30733","","","Unassigned"
"30734","","","Unassigned"
"30735","","","Unassigned"
"30736","","","Unassigned"
"30737","","","Unassigned"
"30738","","","Unassigned"
"30739","","","Unassigned"
"30740","","","Unassigned"
"30741","","","Unassigned"
"30742","","","Unassigned"
"30743","","","Unassigned"
"30744","","","Unassigned"
"30745","","","Unassigned"
"30746","","","Unassigned"
"30747","","","Unassigned"
"30748","","","Unassigned"
"30749","","","Unassigned"
"30750","","","Unassigned"
"30751","","","Unassigned"
"30752","","","Unassigned"
"30753","","","Unassigned"
"30754","","","Unassigned"
"30755","","","Unassigned"
"30756","","","Unassigned"
"30757","","","Unassigned"
"30758","","","Unassigned"
"30759","","","Unassigned"
"30760","","","Unassigned"
"30761","","","Unassigned"
"30762","","","Unassigned"
"30763","","","Unassigned"
"30764","","","Unassigned"
"30765","","","Unassigned"
"30766","","","Unassigned"
"30767","","","Unassigned"
"30768","","","Unassigned"
"30769","","","Unassigned"
"30770","","","Unassigned"
"30771","","","Unassigned"
"30772","","","Unassigned"
"30773","","","Unassigned"
"30774","","","Unassigned"
"30775","","","Unassigned"
"30776","","","Unassigned"
"30777","","","Unassigned"
"30778","","","Unassigned"
"30779","","","Unassigned"
"30780","","","Unassigned"
"30781","","","Unassigned"
"30782","","","Unassigned"
"30783","","","Unassigned"
"30784","","","Unassigned"
"30785","","","Unassigned"
"30786","","","Unassigned"
"30787","","","Unassigned"
"30788","","","Unassigned"
"30789","","","Unassigned"
"30790","","","Unassigned"
"30791","","","Unassigned"
"30792","","","Unassigned"
"30793","","","Unassigned"
"30794","","","Unassigned"
"30795","","","Unassigned"
"30796","","","Unassigned"
"30797","","","Unassigned"
"30798","","","Unassigned"
"30799","","","Unassigned"
"30800","","","Unassigned"
"30801","","","Unassigned"
"30802","","","Unassigned"
"30803","","","Unassigned"
"30804","","","Unassigned"
"30805","","","Unassigned"
"30806","","","Unassigned"
"30807","","","Unassigned"
"30808","","","Unassigned"
"30809","","","Unassigned"
"30810","","","Unassigned"
"30811","","","Unassigned"
"30812","","","Unassigned"
"30813","","","Unassigned"
"30814","","","Unassigned"
"30815","","","Unassigned"
"30816","","","Unassigned"
"30817","","","Unassigned"
"30818","","","Unassigned"
"30819","","","Unassigned"
"30820","","","Unassigned"
"30821","","","Unassigned"
"30822","","","Unassigned"
"30823","","","Unassigned"
"30824","","","Unassigned"
"30825","","","Unassigned"
"30826","","","Unassigned"
"30827","","","Unassigned"
"30828","","","Unassigned"
"30829","","","Unassigned"
"30830","","","Unassigned"
"30831","","","Unassigned"
"30832","samsung-disc","udp","Samsung Convergence Discovery Protocol"
"30832","","tcp","Reserved"
"30833","","","Unassigned"
"30834","","","Unassigned"
"30835","","","Unassigned"
"30836","","","Unassigned"
"30837","","","Unassigned"
"30838","","","Unassigned"
"30839","","","Unassigned"
"30840","","","Unassigned"
"30841","","","Unassigned"
"30842","","","Unassigned"
"30843","","","Unassigned"
"30844","","","Unassigned"
"30845","","","Unassigned"
"30846","","","Unassigned"
"30847","","","Unassigned"
"30848","","","Unassigned"
"30849","","","Unassigned"
"30850","","","Unassigned"
"30851","","","Unassigned"
"30852","","","Unassigned"
"30853","","","Unassigned"
"30854","","","Unassigned"
"30855","","","Unassigned"
"30856","","","Unassigned"
"30857","","","Unassigned"
"30858","","","Unassigned"
"30859","","","Unassigned"
"30860","","","Unassigned"
"30861","","","Unassigned"
"30862","","","Unassigned"
"30863","","","Unassigned"
"30864","","","Unassigned"
"30865","","","Unassigned"
"30866","","","Unassigned"
"30867","","","Unassigned"
"30868","","","Unassigned"
"30869","","","Unassigned"
"30870","","","Unassigned"
"30871","","","Unassigned"
"30872","","","Unassigned"
"30873","","","Unassigned"
"30874","","","Unassigned"
"30875","","","Unassigned"
"30876","","","Unassigned"
"30877","","","Unassigned"
"30878","","","Unassigned"
"30879","","","Unassigned"
"30880","","","Unassigned"
"30881","","","Unassigned"
"30882","","","Unassigned"
"30883","","","Unassigned"
"30884","","","Unassigned"
"30885","","","Unassigned"
"30886","","","Unassigned"
"30887","","","Unassigned"
"30888","","","Unassigned"
"30889","","","Unassigned"
"30890","","","Unassigned"
"30891","","","Unassigned"
"30892","","","Unassigned"
"30893","","","Unassigned"
"30894","","","Unassigned"
"30895","","","Unassigned"
"30896","","","Unassigned"
"30897","","","Unassigned"
"30898","","","Unassigned"
"30899","","","Unassigned"
"30900","","","Unassigned"
"30901","","","Unassigned"
"30902","","","Unassigned"
"30903","","","Unassigned"
"30904","","","Unassigned"
"30905","","","Unassigned"
"30906","","","Unassigned"
"30907","","","Unassigned"
"30908","","","Unassigned"
"30909","","","Unassigned"
"30910","","","Unassigned"
"30911","","","Unassigned"
"30912","","","Unassigned"
"30913","","","Unassigned"
"30914","","","Unassigned"
"30915","","","Unassigned"
"30916","","","Unassigned"
"30917","","","Unassigned"
"30918","","","Unassigned"
"30919","","","Unassigned"
"30920","","","Unassigned"
"30921","","","Unassigned"
"30922","","","Unassigned"
"30923","","","Unassigned"
"30924","","","Unassigned"
"30925","","","Unassigned"
"30926","","","Unassigned"
"30927","","","Unassigned"
"30928","","","Unassigned"
"30929","","","Unassigned"
"30930","","","Unassigned"
"30931","","","Unassigned"
"30932","","","Unassigned"
"30933","","","Unassigned"
"30934","","","Unassigned"
"30935","","","Unassigned"
"30936","","","Unassigned"
"30937","","","Unassigned"
"30938","","","Unassigned"
"30939","","","Unassigned"
"30940","","","Unassigned"
"30941","","","Unassigned"
"30942","","","Unassigned"
"30943","","","Unassigned"
"30944","","","Unassigned"
"30945","","","Unassigned"
"30946","","","Unassigned"
"30947","","","Unassigned"
"30948","","","Unassigned"
"30949","","","Unassigned"
"30950","","","Unassigned"
"30951","","","Unassigned"
"30952","","","Unassigned"
"30953","","","Unassigned"
"30954","","","Unassigned"
"30955","","","Unassigned"
"30956","","","Unassigned"
"30957","","","Unassigned"
"30958","","","Unassigned"
"30959","","","Unassigned"
"30960","","","Unassigned"
"30961","","","Unassigned"
"30962","","","Unassigned"
"30963","","","Unassigned"
"30964","","","Unassigned"
"30965","","","Unassigned"
"30966","","","Unassigned"
"30967","","","Unassigned"
"30968","","","Unassigned"
"30969","","","Unassigned"
"30970","","","Unassigned"
"30971","","","Unassigned"
"30972","","","Unassigned"
"30973","","","Unassigned"
"30974","","","Unassigned"
"30975","","","Unassigned"
"30976","","","Unassigned"
"30977","","","Unassigned"
"30978","","","Unassigned"
"30979","","","Unassigned"
"30980","","","Unassigned"
"30981","","","Unassigned"
"30982","","","Unassigned"
"30983","","","Unassigned"
"30984","","","Unassigned"
"30985","","","Unassigned"
"30986","","","Unassigned"
"30987","","","Unassigned"
"30988","","","Unassigned"
"30989","","","Unassigned"
"30990","","","Unassigned"
"30991","","","Unassigned"
"30992","","","Unassigned"
"30993","","","Unassigned"
"30994","","","Unassigned"
"30995","","","Unassigned"
"30996","","","Unassigned"
"30997","","","Unassigned"
"30998","","","Unassigned"
"30999","ovobs","tcp","OpenView Service Desk Client"
"30999","ovobs","udp","OpenView Service Desk Client"
"31000","","","Unassigned"
"31001","","","Unassigned"
"31002","","","Unassigned"
"31003","","","Unassigned"
"31004","","","Unassigned"
"31005","","","Unassigned"
"31006","","","Unassigned"
"31007","","","Unassigned"
"31008","","","Unassigned"
"31009","","","Unassigned"
"31010","","","Unassigned"
"31011","","","Unassigned"
"31012","","","Unassigned"
"31013","","","Unassigned"
"31014","","","Unassigned"
"31015","","","Unassigned"
"31016","ka-sddp","tcp","Kollective Agent Secure Distributed Delivery Protocol"
"31016","ka-kdp","udp","Kollective Agent Kollective Delivery Protocol"
"31017","","","Unassigned"
"31018","","","Unassigned"
"31019","","","Unassigned"
"31020","autotrac-acp","tcp","Autotrac ACP 245"
"31020","","udp","Reserved"
"31021","","","Unassigned"
"31022","","","Unassigned"
"31023","","","Unassigned"
"31024","","","Unassigned"
"31025","","","Unassigned"
"31026","","","Unassigned"
"31027","","","Unassigned"
"31028","","","Unassigned"
"31029","","tcp","Reserved"
"31029","yawn","udp","YaWN - Yet Another Windows Notifier"
"31030","","","Unassigned"
"31031","","","Unassigned"
"31032","","","Unassigned"
"31033","","","Unassigned"
"31034","","","Unassigned"
"31035","","","Unassigned"
"31036","","","Unassigned"
"31037","","","Unassigned"
"31038","","","Unassigned"
"31039","","","Unassigned"
"31040","","","Unassigned"
"31041","","","Unassigned"
"31042","","","Unassigned"
"31043","","","Unassigned"
"31044","","","Unassigned"
"31045","","","Unassigned"
"31046","","","Unassigned"
"31047","","","Unassigned"
"31048","","","Unassigned"
"31049","","","Unassigned"
"31050","","","Unassigned"
"31051","","","Unassigned"
"31052","","","Unassigned"
"31053","","","Unassigned"
"31054","","","Unassigned"
"31055","","","Unassigned"
"31056","","","Unassigned"
"31057","","","Unassigned"
"31058","","","Unassigned"
"31059","","","Unassigned"
"31060","","","Unassigned"
"31061","","","Unassigned"
"31062","","","Unassigned"
"31063","","","Unassigned"
"31064","","","Unassigned"
"31065","","","Unassigned"
"31066","","","Unassigned"
"31067","","","Unassigned"
"31068","","","Unassigned"
"31069","","","Unassigned"
"31070","","","Unassigned"
"31071","","","Unassigned"
"31072","","","Unassigned"
"31073","","","Unassigned"
"31074","","","Unassigned"
"31075","","","Unassigned"
"31076","","","Unassigned"
"31077","","","Unassigned"
"31078","","","Unassigned"
"31079","","","Unassigned"
"31080","","","Unassigned"
"31081","","","Unassigned"
"31082","","","Unassigned"
"31083","","","Unassigned"
"31084","","","Unassigned"
"31085","","","Unassigned"
"31086","","","Unassigned"
"31087","","","Unassigned"
"31088","","","Unassigned"
"31089","","","Unassigned"
"31090","","","Unassigned"
"31091","","","Unassigned"
"31092","","","Unassigned"
"31093","","","Unassigned"
"31094","","","Unassigned"
"31095","","","Unassigned"
"31096","","","Unassigned"
"31097","","","Unassigned"
"31098","","","Unassigned"
"31099","","","Unassigned"
"31100","","","Unassigned"
"31101","","","Unassigned"
"31102","","","Unassigned"
"31103","","","Unassigned"
"31104","","","Unassigned"
"31105","","","Unassigned"
"31106","","","Unassigned"
"31107","","","Unassigned"
"31108","","","Unassigned"
"31109","","","Unassigned"
"31110","","","Unassigned"
"31111","","","Unassigned"
"31112","","","Unassigned"
"31113","","","Unassigned"
"31114","","","Unassigned"
"31115","","","Unassigned"
"31116","","","Unassigned"
"31117","","","Unassigned"
"31118","","","Unassigned"
"31119","","","Unassigned"
"31120","","","Unassigned"
"31121","","","Unassigned"
"31122","","","Unassigned"
"31123","","","Unassigned"
"31124","","","Unassigned"
"31125","","","Unassigned"
"31126","","","Unassigned"
"31127","","","Unassigned"
"31128","","","Unassigned"
"31129","","","Unassigned"
"31130","","","Unassigned"
"31131","","","Unassigned"
"31132","","","Unassigned"
"31133","","","Unassigned"
"31134","","","Unassigned"
"31135","","","Unassigned"
"31136","","","Unassigned"
"31137","","","Unassigned"
"31138","","","Unassigned"
"31139","","","Unassigned"
"31140","","","Unassigned"
"31141","","","Unassigned"
"31142","","","Unassigned"
"31143","","","Unassigned"
"31144","","","Unassigned"
"31145","","","Unassigned"
"31146","","","Unassigned"
"31147","","","Unassigned"
"31148","","","Unassigned"
"31149","","","Unassigned"
"31150","","","Unassigned"
"31151","","","Unassigned"
"31152","","","Unassigned"
"31153","","","Unassigned"
"31154","","","Unassigned"
"31155","","","Unassigned"
"31156","","","Unassigned"
"31157","","","Unassigned"
"31158","","","Unassigned"
"31159","","","Unassigned"
"31160","","","Unassigned"
"31161","","","Unassigned"
"31162","","","Unassigned"
"31163","","","Unassigned"
"31164","","","Unassigned"
"31165","","","Unassigned"
"31166","","","Unassigned"
"31167","","","Unassigned"
"31168","","","Unassigned"
"31169","","","Unassigned"
"31170","","","Unassigned"
"31171","","","Unassigned"
"31172","","","Unassigned"
"31173","","","Unassigned"
"31174","","","Unassigned"
"31175","","","Unassigned"
"31176","","","Unassigned"
"31177","","","Unassigned"
"31178","","","Unassigned"
"31179","","","Unassigned"
"31180","","","Unassigned"
"31181","","","Unassigned"
"31182","","","Unassigned"
"31183","","","Unassigned"
"31184","","","Unassigned"
"31185","","","Unassigned"
"31186","","","Unassigned"
"31187","","","Unassigned"
"31188","","","Unassigned"
"31189","","","Unassigned"
"31190","","","Unassigned"
"31191","","","Unassigned"
"31192","","","Unassigned"
"31193","","","Unassigned"
"31194","","","Unassigned"
"31195","","","Unassigned"
"31196","","","Unassigned"
"31197","","","Unassigned"
"31198","","","Unassigned"
"31199","","","Unassigned"
"31200","","","Unassigned"
"31201","","","Unassigned"
"31202","","","Unassigned"
"31203","","","Unassigned"
"31204","","","Unassigned"
"31205","","","Unassigned"
"31206","","","Unassigned"
"31207","","","Unassigned"
"31208","","","Unassigned"
"31209","","","Unassigned"
"31210","","","Unassigned"
"31211","","","Unassigned"
"31212","","","Unassigned"
"31213","","","Unassigned"
"31214","","","Unassigned"
"31215","","","Unassigned"
"31216","","","Unassigned"
"31217","","","Unassigned"
"31218","","","Unassigned"
"31219","","","Unassigned"
"31220","","","Unassigned"
"31221","","","Unassigned"
"31222","","","Unassigned"
"31223","","","Unassigned"
"31224","","","Unassigned"
"31225","","","Unassigned"
"31226","","","Unassigned"
"31227","","","Unassigned"
"31228","","","Unassigned"
"31229","","","Unassigned"
"31230","","","Unassigned"
"31231","","","Unassigned"
"31232","","","Unassigned"
"31233","","","Unassigned"
"31234","","","Unassigned"
"31235","","","Unassigned"
"31236","","","Unassigned"
"31237","","","Unassigned"
"31238","","","Unassigned"
"31239","","","Unassigned"
"31240","","","Unassigned"
"31241","","","Unassigned"
"31242","","","Unassigned"
"31243","","","Unassigned"
"31244","","","Unassigned"
"31245","","","Unassigned"
"31246","","","Unassigned"
"31247","","","Unassigned"
"31248","","","Unassigned"
"31249","","","Unassigned"
"31250","","","Unassigned"
"31251","","","Unassigned"
"31252","","","Unassigned"
"31253","","","Unassigned"
"31254","","","Unassigned"
"31255","","","Unassigned"
"31256","","","Unassigned"
"31257","","","Unassigned"
"31258","","","Unassigned"
"31259","","","Unassigned"
"31260","","","Unassigned"
"31261","","","Unassigned"
"31262","","","Unassigned"
"31263","","","Unassigned"
"31264","","","Unassigned"
"31265","","","Unassigned"
"31266","","","Unassigned"
"31267","","","Unassigned"
"31268","","","Unassigned"
"31269","","","Unassigned"
"31270","","","Unassigned"
"31271","","","Unassigned"
"31272","","","Unassigned"
"31273","","","Unassigned"
"31274","","","Unassigned"
"31275","","","Unassigned"
"31276","","","Unassigned"
"31277","","","Unassigned"
"31278","","","Unassigned"
"31279","","","Unassigned"
"31280","","","Unassigned"
"31281","","","Unassigned"
"31282","","","Unassigned"
"31283","","","Unassigned"
"31284","","","Unassigned"
"31285","","","Unassigned"
"31286","","","Unassigned"
"31287","","","Unassigned"
"31288","","","Unassigned"
"31289","","","Unassigned"
"31290","","","Unassigned"
"31291","","","Unassigned"
"31292","","","Unassigned"
"31293","","","Unassigned"
"31294","","","Unassigned"
"31295","","","Unassigned"
"31296","","","Unassigned"
"31297","","","Unassigned"
"31298","","","Unassigned"
"31299","","","Unassigned"
"31300","","","Unassigned"
"31301","","","Unassigned"
"31302","","","Unassigned"
"31303","","","Unassigned"
"31304","","","Unassigned"
"31305","","","Unassigned"
"31306","","","Unassigned"
"31307","","","Unassigned"
"31308","","","Unassigned"
"31309","","","Unassigned"
"31310","","","Unassigned"
"31311","","","Unassigned"
"31312","","","Unassigned"
"31313","","","Unassigned"
"31314","","","Unassigned"
"31315","","","Unassigned"
"31316","","","Unassigned"
"31317","","","Unassigned"
"31318","","","Unassigned"
"31319","","","Unassigned"
"31320","","","Unassigned"
"31321","","","Unassigned"
"31322","","","Unassigned"
"31323","","","Unassigned"
"31324","","","Unassigned"
"31325","","","Unassigned"
"31326","","","Unassigned"
"31327","","","Unassigned"
"31328","","","Unassigned"
"31329","","","Unassigned"
"31330","","","Unassigned"
"31331","","","Unassigned"
"31332","","","Unassigned"
"31333","","","Unassigned"
"31334","","","Unassigned"
"31335","","","Unassigned"
"31336","","","Unassigned"
"31337","","","Unassigned"
"31338","","","Unassigned"
"31339","","","Unassigned"
"31340","","","Unassigned"
"31341","","","Unassigned"
"31342","","","Unassigned"
"31343","","","Unassigned"
"31344","","","Unassigned"
"31345","","","Unassigned"
"31346","","","Unassigned"
"31347","","","Unassigned"
"31348","","","Unassigned"
"31349","","","Unassigned"
"31350","","","Unassigned"
"31351","","","Unassigned"
"31352","","","Unassigned"
"31353","","","Unassigned"
"31354","","","Unassigned"
"31355","","","Unassigned"
"31356","","","Unassigned"
"31357","","","Unassigned"
"31358","","","Unassigned"
"31359","","","Unassigned"
"31360","","","Unassigned"
"31361","","","Unassigned"
"31362","","","Unassigned"
"31363","","","Unassigned"
"31364","","","Unassigned"
"31365","","","Unassigned"
"31366","","","Unassigned"
"31367","","","Unassigned"
"31368","","","Unassigned"
"31369","","","Unassigned"
"31370","","","Unassigned"
"31371","","","Unassigned"
"31372","","","Unassigned"
"31373","","","Unassigned"
"31374","","","Unassigned"
"31375","","","Unassigned"
"31376","","","Unassigned"
"31377","","","Unassigned"
"31378","","","Unassigned"
"31379","","","Unassigned"
"31380","","","Unassigned"
"31381","","","Unassigned"
"31382","","","Unassigned"
"31383","","","Unassigned"
"31384","","","Unassigned"
"31385","","","Unassigned"
"31386","","","Unassigned"
"31387","","","Unassigned"
"31388","","","Unassigned"
"31389","","","Unassigned"
"31390","","","Unassigned"
"31391","","","Unassigned"
"31392","","","Unassigned"
"31393","","","Unassigned"
"31394","","","Unassigned"
"31395","","","Unassigned"
"31396","","","Unassigned"
"31397","","","Unassigned"
"31398","","","Unassigned"
"31399","","","Unassigned"
"31400","pace-licensed","tcp","PACE license server"
"31400","","udp","Reserved"
"31401","","","Unassigned"
"31402","","","Unassigned"
"31403","","","Unassigned"
"31404","","","Unassigned"
"31405","","","Unassigned"
"31406","","","Unassigned"
"31407","","","Unassigned"
"31408","","","Unassigned"
"31409","","","Unassigned"
"31410","","","Unassigned"
"31411","","","Unassigned"
"31412","","","Unassigned"
"31413","","","Unassigned"
"31414","","","Unassigned"
"31415","","","Unassigned"
"31416","xqosd","tcp","XQoS network monitor"
"31416","xqosd","udp","XQoS network monitor"
"31417","","","Unassigned"
"31418","","","Unassigned"
"31419","","","Unassigned"
"31420","","","Unassigned"
"31421","","","Unassigned"
"31422","","","Unassigned"
"31423","","","Unassigned"
"31424","","","Unassigned"
"31425","","","Unassigned"
"31426","","","Unassigned"
"31427","","","Unassigned"
"31428","","","Unassigned"
"31429","","","Unassigned"
"31430","","","Unassigned"
"31431","","","Unassigned"
"31432","","","Unassigned"
"31433","","","Unassigned"
"31434","","","Unassigned"
"31435","","","Unassigned"
"31436","","","Unassigned"
"31437","","","Unassigned"
"31438","","","Unassigned"
"31439","","","Unassigned"
"31440","","","Unassigned"
"31441","","","Unassigned"
"31442","","","Unassigned"
"31443","","","Unassigned"
"31444","","","Unassigned"
"31445","","","Unassigned"
"31446","","","Unassigned"
"31447","","","Unassigned"
"31448","","","Unassigned"
"31449","","","Unassigned"
"31450","","","Unassigned"
"31451","","","Unassigned"
"31452","","","Unassigned"
"31453","","","Unassigned"
"31454","","","Unassigned"
"31455","","","Unassigned"
"31456","","","Unassigned"
"31457","tetrinet","tcp","TetriNET Protocol"
"31457","tetrinet","udp","TetriNET Protocol"
"31458","","","Unassigned"
"31459","","","Unassigned"
"31460","","","Unassigned"
"31461","","","Unassigned"
"31462","","","Unassigned"
"31463","","","Unassigned"
"31464","","","Unassigned"
"31465","","","Unassigned"
"31466","","","Unassigned"
"31467","","","Unassigned"
"31468","","","Unassigned"
"31469","","","Unassigned"
"31470","","","Unassigned"
"31471","","","Unassigned"
"31472","","","Unassigned"
"31473","","","Unassigned"
"31474","","","Unassigned"
"31475","","","Unassigned"
"31476","","","Unassigned"
"31477","","","Unassigned"
"31478","","","Unassigned"
"31479","","","Unassigned"
"31480","","","Unassigned"
"31481","","","Unassigned"
"31482","","","Unassigned"
"31483","","","Unassigned"
"31484","","","Unassigned"
"31485","","","Unassigned"
"31486","","","Unassigned"
"31487","","","Unassigned"
"31488","","","Unassigned"
"31489","","","Unassigned"
"31490","","","Unassigned"
"31491","","","Unassigned"
"31492","","","Unassigned"
"31493","","","Unassigned"
"31494","","","Unassigned"
"31495","","","Unassigned"
"31496","","","Unassigned"
"31497","","","Unassigned"
"31498","","","Unassigned"
"31499","","","Unassigned"
"31500","","","Unassigned"
"31501","","","Unassigned"
"31502","","","Unassigned"
"31503","","","Unassigned"
"31504","","","Unassigned"
"31505","","","Unassigned"
"31506","","","Unassigned"
"31507","","","Unassigned"
"31508","","","Unassigned"
"31509","","","Unassigned"
"31510","","","Unassigned"
"31511","","","Unassigned"
"31512","","","Unassigned"
"31513","","","Unassigned"
"31514","","","Unassigned"
"31515","","","Unassigned"
"31516","","","Unassigned"
"31517","","","Unassigned"
"31518","","","Unassigned"
"31519","","","Unassigned"
"31520","","","Unassigned"
"31521","","","Unassigned"
"31522","","","Unassigned"
"31523","","","Unassigned"
"31524","","","Unassigned"
"31525","","","Unassigned"
"31526","","","Unassigned"
"31527","","","Unassigned"
"31528","","","Unassigned"
"31529","","","Unassigned"
"31530","","","Unassigned"
"31531","","","Unassigned"
"31532","","","Unassigned"
"31533","","","Unassigned"
"31534","","","Unassigned"
"31535","","","Unassigned"
"31536","","","Unassigned"
"31537","","","Unassigned"
"31538","","","Unassigned"
"31539","","","Unassigned"
"31540","","","Unassigned"
"31541","","","Unassigned"
"31542","","","Unassigned"
"31543","","","Unassigned"
"31544","","","Unassigned"
"31545","","","Unassigned"
"31546","","","Unassigned"
"31547","","","Unassigned"
"31548","","","Unassigned"
"31549","","","Unassigned"
"31550","","","Unassigned"
"31551","","","Unassigned"
"31552","","","Unassigned"
"31553","","","Unassigned"
"31554","","","Unassigned"
"31555","","","Unassigned"
"31556","","","Unassigned"
"31557","","","Unassigned"
"31558","","","Unassigned"
"31559","","","Unassigned"
"31560","","","Unassigned"
"31561","","","Unassigned"
"31562","","","Unassigned"
"31563","","","Unassigned"
"31564","","","Unassigned"
"31565","","","Unassigned"
"31566","","","Unassigned"
"31567","","","Unassigned"
"31568","","","Unassigned"
"31569","","","Unassigned"
"31570","","","Unassigned"
"31571","","","Unassigned"
"31572","","","Unassigned"
"31573","","","Unassigned"
"31574","","","Unassigned"
"31575","","","Unassigned"
"31576","","","Unassigned"
"31577","","","Unassigned"
"31578","","","Unassigned"
"31579","","","Unassigned"
"31580","","","Unassigned"
"31581","","","Unassigned"
"31582","","","Unassigned"
"31583","","","Unassigned"
"31584","","","Unassigned"
"31585","","","Unassigned"
"31586","","","Unassigned"
"31587","","","Unassigned"
"31588","","","Unassigned"
"31589","","","Unassigned"
"31590","","","Unassigned"
"31591","","","Unassigned"
"31592","","","Unassigned"
"31593","","","Unassigned"
"31594","","","Unassigned"
"31595","","","Unassigned"
"31596","","","Unassigned"
"31597","","","Unassigned"
"31598","","","Unassigned"
"31599","","","Unassigned"
"31600","","","Unassigned"
"31601","","","Unassigned"
"31602","","","Unassigned"
"31603","","","Unassigned"
"31604","","","Unassigned"
"31605","","","Unassigned"
"31606","","","Unassigned"
"31607","","","Unassigned"
"31608","","","Unassigned"
"31609","","","Unassigned"
"31610","","","Unassigned"
"31611","","","Unassigned"
"31612","","","Unassigned"
"31613","","","Unassigned"
"31614","","","Unassigned"
"31615","","","Unassigned"
"31616","","","Unassigned"
"31617","","","Unassigned"
"31618","","","Unassigned"
"31619","","","Unassigned"
"31620","lm-mon","tcp","lm mon"
"31620","lm-mon","udp","lm mon"
"31621","","","Unassigned"
"31622","","","Unassigned"
"31623","","","Unassigned"
"31624","","","Unassigned"
"31625","","","Unassigned"
"31626","","","Unassigned"
"31627","","","Unassigned"
"31628","","","Unassigned"
"31629","","","Unassigned"
"31630","","","Unassigned"
"31631","","","Unassigned"
"31632","","","Unassigned"
"31633","","","Unassigned"
"31634","","","Unassigned"
"31635","","","Unassigned"
"31636","","","Unassigned"
"31637","","","Unassigned"
"31638","","","Unassigned"
"31639","","","Unassigned"
"31640","","","Unassigned"
"31641","","","Unassigned"
"31642","","","Unassigned"
"31643","","","Unassigned"
"31644","","","Unassigned"
"31645","","","Unassigned"
"31646","","","Unassigned"
"31647","","","Unassigned"
"31648","","","Unassigned"
"31649","","","Unassigned"
"31650","","","Unassigned"
"31651","","","Unassigned"
"31652","","","Unassigned"
"31653","","","Unassigned"
"31654","","","Unassigned"
"31655","","","Unassigned"
"31656","","","Unassigned"
"31657","","","Unassigned"
"31658","","","Unassigned"
"31659","","","Unassigned"
"31660","","","Unassigned"
"31661","","","Unassigned"
"31662","","","Unassigned"
"31663","","","Unassigned"
"31664","","","Unassigned"
"31665","","","Unassigned"
"31666","","","Unassigned"
"31667","","","Unassigned"
"31668","","","Unassigned"
"31669","","","Unassigned"
"31670","","","Unassigned"
"31671","","","Unassigned"
"31672","","","Unassigned"
"31673","","","Unassigned"
"31674","","","Unassigned"
"31675","","","Unassigned"
"31676","","","Unassigned"
"31677","","","Unassigned"
"31678","","","Unassigned"
"31679","","","Unassigned"
"31680","","","Unassigned"
"31681","","","Unassigned"
"31682","","","Unassigned"
"31683","","","Unassigned"
"31684","","","Unassigned"
"31685","dsx-monitor","tcp","DS Expert Monitor
IANA assigned this well-formed service name as a replacement for ""dsx_monitor""."
"31685","dsx_monitor","tcp","DS Expert Monitor"
"31685","","udp","Reserved"
"31686","","","Unassigned"
"31687","","","Unassigned"
"31688","","","Unassigned"
"31689","","","Unassigned"
"31690","","","Unassigned"
"31691","","","Unassigned"
"31692","","","Unassigned"
"31693","","","Unassigned"
"31694","","","Unassigned"
"31695","","","Unassigned"
"31696","","","Unassigned"
"31697","","","Unassigned"
"31698","","","Unassigned"
"31699","","","Unassigned"
"31700","","","Unassigned"
"31701","","","Unassigned"
"31702","","","Unassigned"
"31703","","","Unassigned"
"31704","","","Unassigned"
"31705","","","Unassigned"
"31706","","","Unassigned"
"31707","","","Unassigned"
"31708","","","Unassigned"
"31709","","","Unassigned"
"31710","","","Unassigned"
"31711","","","Unassigned"
"31712","","","Unassigned"
"31713","","","Unassigned"
"31714","","","Unassigned"
"31715","","","Unassigned"
"31716","","","Unassigned"
"31717","","","Unassigned"
"31718","","","Unassigned"
"31719","","","Unassigned"
"31720","","","Unassigned"
"31721","","","Unassigned"
"31722","","","Unassigned"
"31723","","","Unassigned"
"31724","","","Unassigned"
"31725","","","Unassigned"
"31726","","","Unassigned"
"31727","","","Unassigned"
"31728","","","Unassigned"
"31729","","","Unassigned"
"31730","","","Unassigned"
"31731","","","Unassigned"
"31732","","","Unassigned"
"31733","","","Unassigned"
"31734","","","Unassigned"
"31735","","","Unassigned"
"31736","","","Unassigned"
"31737","","","Unassigned"
"31738","","","Unassigned"
"31739","","","Unassigned"
"31740","","","Unassigned"
"31741","","","Unassigned"
"31742","","","Unassigned"
"31743","","","Unassigned"
